address,zipcode,bathrooms,bedrooms,dateposted,description,type,latitude,Area,longitude,price,built
79 W Springborough Way SW,T3H5T4,3.0,2.0,2022-12-16,"Welcome to 79 Springborough Way! Bright and sunny open floor plan with vaulted ceilings , 2 fireplaces and central air. Total of 2 bedrooms, 2.5 bathrooms and main floor laundry. Downstairs is fully developed with a massive recreation room , bedroom and plenty of storage. 9 foot ceilings in the basement with plenty of natural light and a walkout to a sunny east facing yard backing onto a walking path. Walking distance to schools, rec centre and shopping. Call Today!",SINGLE_FAMILY,51.031616,1205.0,-114.191025,675000,2004.0
364 Lucas Blvd NW,T3P1H8,3.0,3.0,2022-10-26,"Every family's different, and Carlisle 2 offers the space to suit just about all of them.Three bedrooms, flex space, and a bonus room mean there's plenty of places for everyone to mix and mingle, or to stretch out and relax away from the hustle and bustle.The open-concept main floor meets the needs of your daily life thanks to its multi-purpose flex space and generous great room, just off the kitchen. An island eating bar and spacious dining area give options for mealtimes, and ensure the kitchen remains the heart of the home.Upstairs you'll find comfort and connectivity thanks to an open area entertainment room perfectly situated to separate the large master from the two additional bedrooms. Located at the top of the stairs, this room provides a comfortable home base for movie nights and slumber parties, while the bedrooms offer places to relax and unwind in private. While all three bedrooms are spacious, the owner's suite includes an impressive walk-in closet and ensuite with large counter space to add a second sinkFinally, the optional downstairs layout features a generously sized bedroom, full bath and open space living room and flex area, perfect for an impressive man cave, or tucked away space for entertaining long or short-term visitors.This home features:- Side entrance- 9' foundation with laundry and sink rough ins- Gourmet kitchen with electric cooktop- Fully tiled shower and dual sinks- Pot lights- Gas lines and washer/dryer",SINGLE_FAMILY,51.1871,1781.0,-114.0687,575951,2022.0
4 W Rockcliff Poin NW,T3G5Z4,4.0,4.0,2022-12-19,"RARE OPPORUNITY TO OWN THIS LUXURY HOME. This 4-bed/3.5-bath CORNER LOT ESTATE property offers over 4250 sq/ft of luxurious living space and attached TRIPLE CAR GARAGE in the heart of Rock Lake Estates. This home’s grandeur is immediately showcased by an expansive foyer, architectural columns, and coffered ceiling detail. On the main level, the kitchen, living, and formal dining areas are seamlessly tied together with timeless HARDWOOD flooring and superior high-end finishes throughout. The designer kitchen features a wealth of rich wood cabinetry, upgraded STAINLESS STEEL appliances, WALK-THROUGH PANTRY with wine storage, granite countertops, and a massive two-tiered island. There is also a private office space located on the main floor with custom built-in cabinetry and abundant natural light. Upstairs, the primary bedroom is an indulgent retreat that includes a dedicated sitting area with BAY WINDOWS, 3-sided gas FIREPLACE, and a spa-like ensuite fully equipped with a jetted tub, glass rain shower, and granite-topped double vanities. Don’t forget the WALK-IN CLOSET of your dreams – complete with built-in storage and skylight. The upper level is completed with 2 more good-sized bedrooms, a full bath, and a huge bonus room with VAULTED CEILINGS. The fully finished lower level boasts an entertainment space with WET BAR, along with one additional bedroom and full bath — all with IN-FLOOR RADIANT HEATING. The fully LANDSCAPED BACKYARD provides trees for additional privacy and a large deck for extra entertaining space. Pride of ownership shows throughout with evident devotion to cleanliness and upkeep. Finally, the location of this home is conveniently close to major roadways, C-train, schools, shopping, amenities, and just a quick 45min drive to the beautiful Rockies!",SINGLE_FAMILY,51.14995,,-114.24123,1350000,2008.0
2306 SW 20th St NW,T2M4V9,3.0,3.0,2022-12-15,"*OPEN HOUSE SAT DEC 17th 1-4PM*.  *Visit Multimedia Link for 360º VT, Floorplans, and full details!!* BRAND NEW MOVE-IN READY infill townhome located in Banff Trail on a quiet street across from GREEN SPACE! There are FOUR UNIQUE FLOORPLANS available in this complex, starting at just $569,000! This sun-drenched CORNER unit features 1,262 square feet of developed living space (plus another 570 sq ft in the undeveloped basement), including 3 beds upstairs plus a separate DEN/FLEX SPACE on the main. Upgrades include extensive custom cabinetry, luxury LVP flooring, S/S appliances, an upgraded lighting package, oversized windows, vaulted ceilings, quartz counters, and a Zebra blinds package! The main floor features 10’ ceilings, oversized windows, and an oversized kitchen with a waterfall quartz island, custom ceiling-height cabinetry, built-in pantry, stainless steel appliances, all which compliment the black Delta fixtures and vertical subway tile backsplash. A rare find in townhomes, a den/flex space is down the hall, perfect for a home office, a main floor playroom, an extra bedroom, or whatever your heart desires! 2-storey South-facing windows frame the staircase leading upstairs where 3 bedrooms reside. Discover epic 12’ vaulted ceilings and grand West-facing windows overlooking green space in the primary bedroom, along with a spacious walk-in closet and a 5pc ensuite with double vanity with quartz counters and undermount sinks, a soaker tub with a tile feature wall, and an oversized, fully tiled shower. Both additional bedrooms have generous closets, plus one offers a desk nook and the other has 12’ vaulted ceilings. Each offers easy access to the main bathroom with a tub/shower. The upper level also offers a tiled laundry area, a linen closet, 9’ ceilings, 8’ doors, and plush carpet. Ready for your future development is a full basement with 9’ ceilings and the ideal layout for developing a rec room, an additional bedroom, and a 3rd full bathroom in the near future (bathroom rough-in included.) Another rare find for an infill townhome is the single detached PRIVATE GARAGE, and the quiet street provides endless street parking for additional vehicles or guests. Perfectly situated in Banff Trail, this home overlooks green space and is down the street from the Banff Trail Community Association, which offers an ice rink in Winter and a hard surface for basketball, scootering, and handball during Summer. Schools for grades K-12 are all within walking distance, including Branton School, Banff Trail School, and William Aberhart High School. Banff Trail has a community garden and is within a 10-minute walk to the nearest C-Train station. Other amenities within a short drive include West Confederation Park, North Hill Mall, Market Mall, McMahon Stadium, Foothills Hospital, Alberta Children’s Hospital, U of C, and so much more! This townhome is a must-see!",TOWNHOUSE,51.067505,,-114.10821,609000,2022.0
307 Livingston Vw NW,T3P1N3,3.0,3.0,2022-10-26,"Family-friendly to the last detail, this home comes complete with a variety of floorplan options. Featuring 9' ceilings, flex space, and a beautifully designed main floor, the Oxford can support up to six bedrooms.The chef's kitchen provides easy access to the home's dining room, great room, and flex room. Featuring an oversized island with a flush eating bar, it's the perfect spot for quick snacks and catching up with family at the end of the day.The back door entrance opens into a mudroom that keeps messes tucked away and allows for easy access to the kitchen from the garage. The main floor keeps the kitchen, dining and great room areas connected and perfect for hosting friends and family, while the flex room provides space for a home office.Upstairs, the owner's suite comes with an ensuite bath and relaxing tub, perfect for end-of-the-day soaks. The glass shower, walk-in closet, and top-floor laundry room provide the spaces you need to support your daily routines. A large entertainment room provides the perfect space for family movie nights.The optional basement offers another bedroom, bathroom, recreational room and plenty of storage.This home features:- Side entrance- 9' foundation with laundry and sink rough-ins- Gourmet kitchen with electric cooktop- 3 piece ensuite option with fully tiled shower- Railing- Pot lights- Gas lines- Washer & dryer",SINGLE_FAMILY,51.1871,1952.0,-114.0687,615011,2022.0
741 E Ranchview Cir NW,T3G1A9,2.0,3.0,2022-10-13,"Super cute 3 level split with primary bedroom and 2nd bdrm on the main floor. New carpet on the main and living room, new upper windows in vinyl, extra wide single car garage. large living area with big windows, gas fireplace in the living room,  semi open concept  to the dining room from the kitchen with sliding doors to a nice sized deck. There's a good sized primary bdrm that has fits a king size bed in the past. Finished basement with another bdrm, large family room, 2 peice bath and large furnace laundry room. both the furnace and hot water tank were replaced in 2008 and there is a handy laundry shute to the main floor.  This can be a great starter home. The back yard is  really long and treed and landscaped. Theres alley access back there. Fully fenced and very private, on a realy quiet street, dont' miss this opportunity to buy a nice family home in a great area.",SINGLE_FAMILY,51.116108,,-114.18622,423000,1978.0
1116 S Beverley Blvd SW,T2V2C5,7.0,9.0,2022-12-19,"Welcome to 1116 Beverley Boulevard in the prominent and desirable community of Bel-Aire - located directly across from a park and nearby the Elbow River and Calgary Golf & Country Club. When you enter through the stately front door, you are welcomed with dark stone tiles and accent walls beautifully contrasting the bright walls and frosted glass features. The main living space with the kitchen and family room overlooking the backyard pool is the heart of the home. It features bright natural light from the floor-to-ceiling wall of windows that highlight the hardwood floors and designer wallpaper. The elegant kitchen boasts full-height white cabinetry with a large dark accent island, a butler’s pantry, and glass wine storage. The main floor is complete with a formal living and dining area, office, and media room. Up the gorgeous staircase is 4 bedrooms (3 with ensuites), a flex room, and a conveniently located laundry room. The primary bedroom will be your private retreat with large windows, modern closet cabinetry with ample space, and a spa-inspired ensuite with a large glass rainshower, soaking tub and dual vanities. When you make your way to the lower level you will find a family room with a built-in bookcase, two additional bedrooms with ensuites, a mudroom, and access to the impressive garage. The garage has enough space for at least 5 vehicles, storage, and a perfect place for a workshop. Outside is an oasis with mature landscaping surrounding the pool and patio - an amazing setting for summer get-togethers! Located in the inner city - this home is where urban and nature meet - surrounded by some of Calgary’s most iconic outdoor locations including the Elbow River, Glenmore Reservoir, and the Golf & Country Club.",SINGLE_FAMILY,50.99825,,-114.08717,5500000,2014.0
237 Calhoun Cmn NE,T3P1N8,3.0,3.0,2022-10-24,"Family-friendly to the last detail, this home comes complete with a variety of floorplan options. Featuring 9' ceilings, flex space, and a beautifully designed main floor, the Oxford can support up to six bedrooms.The chef's kitchen provides easy access to the home's dining room, great room, and flex room. Featuring an oversized island with a flush eating bar, it's the perfect spot for quick snacks and catching up with family at the end of the day.The back door entrance opens into a mudroom that keeps messes tucked away and allows for easy access to the kitchen from the garage. The main floor keeps the kitchen, dining and great room areas connected and perfect for hosting friends and family, while the flex room provides space for a home office.Upstairs, the owner's suite comes with an ensuite bath and relaxing tub, perfect for end-of-the-day soaks. The glass shower, walk-in closet, and top-floor laundry room provide the spaces you need to support your daily routines. A large entertainment room provides the perfect space for family movie nights.This home features:- 4 bedrooms, with an owner's suite on the main and upper floor- Side entrance- Undeveloped basement with 9' foundation- Basement laundry and sink rough-ins- Gourmet kitchen- Fully tiled shower in ensuite- Pot lights- Gas lines- Washer & dryer",SINGLE_FAMILY,51.1871,1952.0,-114.0687,583249,2022.0
98 NE Chapala Cres SE,T2X3M5,3.0,4.0,2022-09-08,"Water Front Property / Triple Heated Garage / Exceptional Curb Appeal / Stunning Views /   Welcome to 98 Chapala Crescent SE, a spectacular Executive Water Front property in the Prestigious community of Lake Chaparral with a gorgeous southwest facing backyard. Reno's in 2008 include timeless stucco & rock finishes and the addition of the bonus room over the garage. Offering over 4450+ sq.ft of living space on an 8000+ sq.ft  lot has recent updates including a New Designer Shingles, Facia, Gutters & Over Head Garage Doors. All primary living areas have been perfectly positioned to capture the calming waterfront views.  You are greeted with an inviting foyer & open concept layout providing exceptional views of the Lake. Hardwood floors in the kitchen and dining room which offers rich maple cabinetry, gorgeous granite countertops, centre island with room for bar stools, Viking and Bosch appliances and a fantastic walk through pantry, oh and the dining room with incredible views also has a gas fireplace. Through the office/den area at the top of the stairs you are welcomed into a one of a kind bonus room with tons of natural light. The spacious primary retreat features a walk in closet, a full ensuite including a separate shower and jetted soaker and best of all private access to the upper deck ideal for morning coffee's or late night sunsets. Completing this level is another bedroom with walk in closets, a full bathroom and main floor laundry with a sink. Down the spiral staircase with built in lighting takes you to the bright and spacious open concept walk-out lower level with in floor heat featuring a theatre room with luxury seating, an entertainment area complete with loads of cabinets, a cozy gas fireplace and a wet-bar,  a massive recreation &  gaming room, a fitness room, a  full bathroom including a jetted tub 2 larger sized  bedrooms each with their own walk in closets. The backyard will be enjoyed year around and with unobstructed private access off Newly Refurbished Dock where you can enjoy water sports in the summer, ice skating or ice fishing in the winter. Patio has stamped concrete walkways, firepit area and meticulously landscaped yard features in ground sprinklers, out door speakers and a shed. The Triple Attached Heated Garage is protected with epoxy flooring, has 10' ceilings to accommodate a lift and is loaded with High End Baldhead Cabinet Package. This Smart home has controls for everything (lights, blinds/audio) as well as a AMX Sound System with Camera's and Built in Speakers throughout and a 9 TV included. Lake Chaparral is a stunning setting with a gorgeous 32-acre lake and a 21-acre recreational park complete with two waterfalls. Ideally located in SE Calgary, this community offers its residents easy access to schools, parks, and shopping! Don’t miss this opportunity to view all this home has to offer!",SINGLE_FAMILY,50.883335,2591.0,-114.031586,1650000,1999.0
245 Calhoun Cmn NE,T3P1N8,3.0,3.0,2022-10-24,"Every family's different, and Carlisle 2 offers the space to suit just about all of them.Three bedrooms, flex space, and a bonus room mean there's plenty of places for everyone to mix and mingle, or to stretch out and relax away from the hustle and bustle.The open-concept main floor meets the needs of your daily life thanks to its multi-purpose flex space and generous great room, just off the kitchen. An island eating bar and spacious dining area give options for mealtimes, and ensure the kitchen remains the heart of the home.Upstairs you'll find comfort and connectivity thanks to an open area entertainment room perfectly situated to separate the large master from the two additional bedrooms. Located at the top of the stairs, this room provides a comfortable home base for movie nights and slumber parties, while the bedrooms offer places to relax and unwind in private. While all three bedrooms are spacious, the owner's suite includes an impressive walk-in closet and ensuite with large counter space to add a second sinkFinally, the undeveloped basement has a side entry with laundry and sink rough-ins, perfect for a basement suite.This home features:- Undeveloped basement with 9' foundation, basement laundry, and sink rough-ins- Side entry- Gourmet kitchen- Barn door next to flex room- Dual sinks and fully tiled shower in ensuite- Pot lights- Gas lines- Washer & dryer",SINGLE_FAMILY,51.1871,1841.0,-114.0687,588810,2022.0
607-920 5th Ave SW #607,T2P4V1,2.0,2.0,2022-12-19,"FIVE WEST PHASE ONE - 2 BEDROOM 2 BATHROOM CONDO with OVERSIZED PATIO!  Come live in luxury in a La Caille Building.  This building offers daily concierge service, building manager, visitor parking and a Party Room. Upgrades include hardwood floors, Stainless Steel Appliances, Granite Countertops, Solid Maple Cabinets. Bathrooms attach to both bedrooms, computer desk nook near entry, open floor plan with natural gas BBQ Hook Up on the 300+ sq. ft. patio facing south.  Enjoy glorious summer days on this beautiful outdoor space.  ALL NOW TO VIEW THIS BEAUTIFUL CONDO!",CONDO,51.049114,950.0,-114.08572,450000,2006.0
25 A N Ranchero Bay NW,T3G1B6,2.0,3.0,2022-12-16,"Meet “RIO” - The Ranchlands semi-detached with RARE DOUBLE DETACHED GARAGE. Tucked away on a quiet cul-de-sac you will find this fantastic 3 bed/2 bath home on a massive pie-shaped lot with a SOUTH exposure yard. Inside, you are greeted with a spacious entryway and newer laminate flooring. The living room is bright and open thanks to the large windows. The sunny eat-in kitchen features french doors opening to the backyard. Upstairs you will find 3 spacious bedrooms including a large primary bedroom. The updated main bathroom features a tiled tub shower combo and lots of counter space. The updated basement features lots of storage, an open rec room, den and a beautiful modern bathroom. Outside, there is plenty of space in the fenced in yard for everyone to enjoy plus an amazing double detached GARAGE that is a handyperson’s dream with 220V and an exhaust fan. Great neighbourhood with numerous parks, greenspaces, off leash areas, schools, community centre (playground, basketball, skating rink), tennis courts, and many great neighbourhood shops and restaurants. Easy access to downtown via Crowchild/John Laurie, close to the C-Train/transit, Crowfoot Crossing, Nose Hill Park, and the YMCA. Don’t miss out - book your showing today!",MULTI_FAMILY,51.11985,1064.0,-114.19197,389000,1980.0
508 Cranbrook Walk SE,T3M2V5,3.0,3.0,2022-10-12,"The Carmine 2 offers a carefully crafted mix of functional and smart living spaces within a layout designed to cater to your desire to both entertain and retreat. The main floor features an open concept layout that unites the kitchen, dining and living area into one, generous space that's perfect for entertaining or simply remaining connected throughout the day.The kitchen features an oversized island at its center and is surrounded by the convenience of a flex room and a powder room. This is a kitchen you'll be proud to entertain in thanks to its attractive stainless steel appliances and polished fixtures, flooring and cabinets.Upstairs, bright natural lighting shines through each of the three bedrooms, presenting attractive options for those who want to retreat for some privacy without sacrificing the vibrancy that makes this such an attractive option for homebuyers.This home features:- Faces garden and escarpment- 3 bedrooms, 2.5 baths- Attached double garage",TOWNHOUSE,50.86561,1239.0,-113.9779,420900,2022.0
77 Cranbrook Mount,T3M0J1,3.0,3.0,2022-10-04,"Family-friendly to the last luxurious detail. This two-storey home features a spacious chef's kitchen with an oversized island with eating bar, perfect for family breakfast before heading out for the day. The Corsano's open concept floorplan provides easy access to the home's dining room, great room, flex room and staircase.The walk-through pantry offers convenience when transferring groceries from the garage, by walking through the large mudroom. A spacious deck off the back of the home can be accessed via the dining room and is perfect for hosting friends for BBQs during the warmer months, while an office space located just inside the main entrance makes working from home even easier.Upstairs, the luxurious owner's suite comes with an ensuite and oversized tub perfect, for end-of-the-day soaks. The separate glass shower, dual vanities, generous walk-in closet, and convenient top-floor laundry room provide the spaces you'll need to complement your daily routines. This home features:- conventional lot- 9' foundation, undeveloped basement, all plumbing rough-ins included for your vision to come to lifeMain Floor - mudroom leads through pantry with for quick access into the kitchen. easy access for when unloading groceries- natural gas fireplace in the great room, perfect for entertaining and cozy during the winter- kitchen is open to dining and great room which boasts loads of natural light to the deck that allows for an indoor and outdoor living space - slidin",SINGLE_FAMILY,50.86107,2293.0,-113.9771,824526,2022.0
144 NW Fortress Bay SW,T3H0T3,5.0,5.0,2022-06-29,"View!View! View! Stunning, beautiful custom 6000sqft living space home on a 0.33 acres property in Springbank Hill! Featuring a truly amazing kitchen with 12' real quartz mineral island, 48"" Wolf range and built in Sub-zero fridge, tons of cupboard space, adjacent butlers pantry with wine fridge and sink.  Open concept floor plan, living and dining room with incredible built-in features and an ambiance creating dual sided fireplace. The massive deck of the eating nook is large enough to seat 16 people comfortably with stair access to the side of the home. A large mudroom with built-in lockers, storage cabinets and an office complete the main level.The covered porch area is a great place to relax to the view of ravine.This outdoor living room is fully covered with wood soffit, pot lights, gas fireplace and TV hookup. Huge master bedroom with sitting area, vaulted ceiling, exquisite, spa-like ensuite featuring dual sided gas fireplace and enormous closet with built-in island storage. The large bonus room also has a beautiful tile-surrounded gas fireplace and access to the 3pc bathroom off the large second bedroom. The other 2 bedrooms have large walk-in closets and a Jack & Jill 5pc bathroom. The laundry room is on the same floor. The fully developed walkout basement is incredible for entertaining featuring a full sized bar with microwave, dishwasher, wine fridge and sink. The dedicated theatre room is large enough to fit multiple rows of seating the basement also come with large window and closet. The basement also includes a fitness room that could be  used as another bedroom if needed, 4pc bathroom with steam shower and huge flex room. Radiant in-floor heating in the basement and triple car attached garage. Irrigation system, fire pit, built-in shed under the covered porch and 2 air conditioning units complete the gorgeous property!",SINGLE_FAMILY,51.02246,4345.0,-114.20783,2390000,2013.0
"Merano Plan, Estate Collection at Cranston's Riverstone",T3M3C2,3.0,3.0,2022-12-19,"Family-friendly and featuring unmatched attention to the very last luxurious detail, this two-storey home features a layout designed to provide the ideal backdrop to your unique lifestyle.The main floor's savvy design offers the ideal mix of connectivity and comfort. In addition to a chef-inspired kitchen, complete with oversized kitchen bar and impressive stainless steel appliances, the walk-through pantry and mudroom makes it easy to transfer groceries from the car and keeps shoes and hockey bags away from the main foyer.A spacious deck off the back of the home can be accessed via the dining room, and is perfect for hosting friends for BBQs during the warmer months, while a well-sized flex space adjacent to the great room is ideal for a home office or hobby room.Upstairs, the luxurious master suite comes with a large vestibule that separates the bedroom from the ensuite and provides a unique escape perfect for reading, meditation or quiet reflection. The opulent ensuite features an oversized tub that's perfect for end-of-the-day soaks, and the separate glass shower, dual vanities, generous walk-in closet and convenient top-floor laundry room, all provide the private space required for your daily routine.At the far side of the top floor, a large bonus room perfect for family movie nights keeps the two secondary bedrooms and shared full bath separate from the master, ensuring everyone stays close enough to remain connected, but with spaces to call their own.",SINGLE_FAMILY,50.86075,2618.0,-113.9773,1070900,2022.0
65 Cranbrook Mount,T3M0J1,3.0,3.0,2022-10-04,"Versa combines the attractive mix of generous space and strategic layouts to ensure your family's desire to gather and scatter are both accommodated. Spanning over 2,300 square feet, this magnificent residence is a haven for both shared and personal space thanks to its mix of open areas and smart use of spaces. The main floor features an open-concept kitchen, great room, and dining area that support the family connectivity that naturally stems from cooking and conversation. A foyer just off the main kitchen offers a welcoming invitation for your guests, and the spacious half bath and mudroom cater to the needs of busy families and provide access through to the pantry.Upstairs, three spacious bedrooms accommodate growing families and the bonus room offers a hub for family game and movie nights. The tech hub provides a great location for homework or convenient office space. The owner's suite presents an ensuite bath with an soaker tub, perfect for end-of-the-day relaxation. The separate glass shower, dual vanity and generous walk-in closet provide the functionality you need for your busy daily life.The optional basement layout features a large media room, ideal for billiards or ping-pong and separate living quarters that include a full bath, bedroom ? perfect for short and long-term guests or for an older child looking for a little independence.This home includes:- oversized pie lot on a quiet cul-de-sac - 9' foundation, undeveloped basement, all plumbing rough-ins",SINGLE_FAMILY,50.86107,2380.0,-113.9771,838772,2022.0
333 NE Braxton Pl SW #22A,T2W2E7,1.0,2.0,2022-12-18,"BEST AFFORDABILITY in the Central SW. Beautiful Bi-Level home can be owned for much less than renting (or purchased as an amazing investment). This semi-detached/duplex has TWO separate entrances - the wide front Foyer and rear Mud Room are accessible from the front yard or the raised SW Balcony-style SW rear Deck (includes stairs to grade). Braxton Place is walking-distance from TWO shopping complexes, and by car, is minutes to all main access routes including the West extension of 22x, Macleod Tr, Deerfoot, Elbow Dr, Glenmore Trail, Crowchild Trail, you choose! - 15-20 minutes gets you EVERYWHERE. The interior layout has a very flexible, open, bright feel, with big windows and room for Den, Living, Study, Dining, Kitchen - multiple uses can work! The vaulted wood and beam ceilings - on top of laminate flooring and contemporary white OR distressed darker wood cabinets - allows both traditional and modern styles. 2 spacious bedrooms and a full bathroom, personal laundry, utilities and storage, offer a great single-family lifestyle! With low maintenance FEES, you get no lifestyle effort, like having personal landscapers and accountants ""in the budget"". Ready for holiday possession and move-in - won't last long!!!",MULTI_FAMILY,50.95157,,-114.105644,210000,1973.0
8611 Cityscape Dr NE,T3N1E2,3.0,4.0,2022-09-28,"The Bishop is designed for both entertaining and family living, with an open-concept great room, kitchen and dining area filled with warm sunlight from the back walls patio doors. The versatile L-shaped kitchen features a flush breakfast bar and prep island, with multiple personalization options. Retire to a separate bedroom with a large closet and an ensuite. Tucked away are the main floors handy powder room and mudroom, which provides access to the garage. Create your private escape in the upper loft with the option to add an electric fireplace. Enjoy the convenience of in-suite laundry and a linen closet close to the bedrooms. The private primary bedroom features a walk-in closet and ensuite, with an optional Bath Oasis for an at-home spa experience. Space will never be an issue with bedrooms 2, 3 and 4 each having their own walk-in closets.",SINGLE_FAMILY,51.147423,2805.0,-113.96774,845990,
212 N Berkshire Pl NW,T3K1Z8,4.0,3.0,2022-12-18,"This is the Cool Home under 600K You have been waiting for! You will Love this Extraordinary Location on Quiet NW Cul de Sac with Great Access to YYC and Nose Hill Park!  Beddington Heights NW, Calgary.  Beautiful and Bright Two Story with Large New Windows and Sunny South Rear Yard Backing onto Pathway.  Total 2129 SQFT Developed Living Space. Fully Finished 3 Bedroom, 3.5 Bathroom with Attached Garage! Charming Style and Curb Appeal.  Many Recent Renovations include a Spacious Main Level Open Floor Plan. New Large Modern Gourmet Kitchen is Wide Open to Dining Area, Deck and Living Room. Complete with New Cabinetry, Beautiful Extra Large Quartzite Island and Countertops,  Stainless Appliances, Downdraught Gas Range, Pop Up Exhaust Fan, Dual Wall Ovens, Large Sink and More. Full Height Windows on South Side Facing Private Yard. Cozy Living Room with Wood Burning Fireplace. Three Bedroom Upper Level Includes Cork Flooring, 3 Pc Master Ensuite, Full 4 Pc Bathroom and Jetted Tub. Two of the Bedrooms have Dormers with View to YYC Airport. Lots of Extra Features including Two Side Entrances, Led Ceiling Lighting, Smart Wired with Extra Electrical Outlets, USB Outlets, Security System Wiring, Motion Lighting, Custom Electric Blinds, Glass Railings and Built in Bluetooth Speakers. Fully Finished Lower Level with Family Room/Den, Laundry Room, Storage Room, New Bathroom and Possible Lower Bedroom.  Well Organized and Insulated Garage with Extra Cabinets, Shelving and Led Lighting. Beautiful Private Landscaped Yard with Fruit Trees, Deck and BBQ Hookup, Stamped Concrete Patio with Lighted Hot Tub. New Extra Wide Driveway, Stamped Concrete Entrance, Side Access RV Parking, and Large Storage Shed. Schools and Shopping Nearby.  Purchase and Make Your Move Today.",SINGLE_FAMILY,51.1339,1488.0,-114.08255,570000,1981.0
156 Carringham Way N #W,T3P1N4,3.0,3.0,2022-09-28,"As part of our WideLotTM collection and largest of our 36' single-family, the Fullerton was uniquely designed to reimagine livability, with shorter hallways and brighter windows. The open-concept main floor seamlessly flows together, with a functional kitchen and an oversized island that becomes the heart and hub of your home life. Tucked away are the powder room, pantry and a mudroom that provides access to your garage. Escape into the upper floor loft for relaxation. Your ultra quiet primary bedroom is nicely separated from the other bedrooms, main bath and laundry. It features a walk-in closet and ensuite, with optional bath oasis for an at-home spa experience. Expand your living space with the optional finished basement or a 4th bedroom.",SINGLE_FAMILY,51.1817,2043.0,-114.094086,693990,
8 S Bridlecrest Dr SW #2204,T2Y0H7,2.0,2.0,2022-12-19,"The south-facing balcony and windows provide the sunlight to make this the perfect 2nd story home. With an in-suite laundry, a large-sized den with 2 bedrooms and 2 bathrooms, and an underground, titled, parking stall, you will love the space in your home. Great for a home owner who wants to downgrade to a condo but keep a very large sized master bedroom. Apartment Has: Master bedroom with a walk-in closet and a full 4-piece bathroom, the bed room can easily fit a king size bed. - Fresh paint on 2 walls for a modern look, 2nd bedroom - fresh paint. large living room - fresh paint, beautiful renovated kitchen with freshly stained cupboards, in-suite laundry with new filters, 2nd 4-piece bathroom, south-facing balcony for maximum sunlight throughout the day. Transit: a nearby bus stop will get you to the Somerset/Bridlewood and Shawnessy LRT stations, and easy access to Stoney Trail/Highway 22X, a short drive to the new Costco. Located the corner of 24th Street and Bridlecrest Drive SW. A short drive to Walmart, Superstore, Winners, Home Depot, Canadian Tire, BestBuy, SportCheck, Staples, YMCA, the Library, registry office, many banks, and much more. A walking distance to a Post office, doctor, dentist, Shoppers, Sobeys, many restaurants, and much more! The Somerset Waterpark is a short drive away, care for some tennis or basketball while at the park?  Condo fees include electricity (wow!), heat, water, sewage, snow removal, outdoor window cleaning, and more. *Never smoked it and never any pets. Owner guarantees a professional cleaning and carpet cleaning before possession.*",APARTMENT,50.90517,961.0,-114.11783,269900,2008.0
2826 S 16th St SW,T2T4G4,4.0,3.0,2022-12-13,"**OPEN HOUSE - SAT, DEC 17th, 12:00PM-2:00PM** Amazing inner-city townhome featuring modern function and unparalleled access to everything! The open concept main floor living space features a great front living room centered by a cozy gas fireplace with decorative stone surround, perfect for relaxing. The centre kitchen showcases a large island for gathering, quartz counter-tops, modern shaker style cabinets and stainless steel appliance package with gas range. The adjacent dining room is ample in size to host family and friends. The rear deck is just off of the dining area making for easy access to the grill from the kitchen. Highlights of the main floor include; 9' flat-finished ceilings, modern recessed lighting, hardwood flooring and additional built-in storage/cabinetry. As a huge bonus, the home has A/C!! Up one level features two spacious guest rooms and each with their own private en-suites with walk-in closets. Central laundry closet with stacked washer/dryer and additional storage smartly separate the two rooms for convenient access. The third-floor primary bedroom is a true oasis, occupying the entire upper level. There is plenty of space for the biggest of King-sized beds. Natural light floods the room from the large south facing dormer window. The relaxing 5-piece en-suite features deep soaker tub, dual vanities and huge walk-in closet.  And as a bonus, beautiful views of the downtown skyline can be seen from the upper levels. No parking issues found with this home as there is an oversized single garage with ample space to keep the vehicle out of the weather and still have room left over for a home gym, bike/motorbike parking or just a lot more storage space. There is also a convenient driveway to park the second vehichle. With it’s central West location in the city, South Calgary is a Gateway to soo much, and  has some of the best access points you can find in the city. If you work or play in the downtown core, the commute could NOT be easier via short car ride , Uber,  easy pedal and plenty of access points to transit. The beltline district, and trendy 33rd Avenue in the Marda Loop district is right at your finger tips and surrounds you with endless opportunity for great dining, fun nightlife options, cool shopping and tons more!!  Just steps away from the home features: schools, public library,  community pool, central park, Tennis courts, outdoor rink, community gardens, and the list goes on...",TOWNHOUSE,51.028893,1359.0,-114.09916,534900,2013.0
291 Carringham Way N #W,T3P1N4,3.0,3.0,2022-09-28,"The Yamnuska was uniquely designed to fill your home with sunlight from brighter windows, shorter hallways, and a charming open concept main floor. This floorplan is a stunner, with a welcoming foyer leading to the great room, a spacious kitchen, and an oversized island that's ideal for entertaining. On the upper floor you'll find the convenient laundry room close to the bedrooms and main bath. Escape to your primary bedroom with a walk-in closet and ensuite, with optional bath oasis for an at-home spa experience. If you need more living space, the Yamnuska offers the option of a developed basement.",SINGLE_FAMILY,51.1817,1674.0,-114.094086,626990,
